mdse_item_i, co_loc_i, p_sls_d, customer_paid_price, own_retl_a, sls_retl_a, base_price
5505987,626,5/14/18,1.12,1.12,1.12,1.12
5505987,626,5/14/18,1.06,1.12,1.12,1.12
5505987,626,5/16/18,1.12,1.12,1.12,1.12
5505987,626,5/19/18,1.06,1.12,1.12,1.12
5505987,626,5/19/18,1.12,1.12,1.12,1.12
5505987,626,5/21/18,1.06,1.12,1.12,1.12
5505987,626,5/22/18,1.12,1.12,1.12,1.12
5505987,626,5/24/18,1.12,1.12,1.12,1.12
5505987,626,5/25/18,1.06,1.12,1.12,1.12
5505987,626,5/26/18,1.12,1.12,1.12,1.12
5505987,626,5/28/18,1.06,1.12,1.12,1.12
5505987,626,5/29/18,1.06,1.12,1.12,1.12
5505987,626,5/31/18,1.12,1.12,1.12,1.12
5505987,626,5/31/18,1.12,1.12,1.12,1.12
5505987,626,6/2/18,1.06,1.12,1.12,1.12
5505987,626,6/2/18,1.06,1.12,1.12,1.12
5505987,626,6/2/18,1.06,1.12,1.12,1.12
5505987,626,6/3/18,1.06,1.12,1.12,1.12
5505987,626,6/4/18,1.12,1.12,1.12,1.12
5505987,626,6/4/18,1.12,1.12,1.12,1.12
5505987,626,6/4/18,1.12,1.12,1.12,1.12
5505987,626,6/5/18,1.06,1.12,1.12,1.12
5505987,626,6/8/18,1.12,1.12,1.12,1.12
5505987,626,6/9/18,1.12,1.12,1.12,1.12
5505987,626,6/9/18,1.12,1.12,1.12,1.12
5505987,626,6/10/18,1.12,1.12,1.12,1.12
5505987,628,5/13/18,1.12,1.12,1.12,1.12
5505987,628,5/15/18,1.12,1.12,1.12,1.12
5505987,628,5/17/18,1.12,1.12,1.12,1.12
5505987,628,5/17/18,1.12,1.12,1.12,1.12
5505987,628,5/17/18,1.12,1.12,1.12,1.12
5505987,628,5/19/18,1.07,1.12,1.12,1.12
5505987,628,5/20/18,1.12,1.12,1.12,1.12
5505987,628,5/21/18,1.12,1.12,1.12,1.12
5505987,628,5/24/18,1.06,1.12,1.12,1.12
5505987,628,5/26/18,1.06,1.12,1.12,1.12
5505987,628,5/26/18,1.08,1.12,1.12,1.12
5505987,628,5/27/18,1.12,1.12,1.12,1.12
5505987,628,5/28/18,1.12,1.12,1.12,1.12
5505987,628,5/29/18,1.12,1.12,1.12,1.12
5505987,628,5/29/18,1.06,1.12,1.12,1.12
5505987,628,5/31/18,1.06,1.12,1.12,1.12
5505987,628,5/31/18,1.12,1.12,1.12,1.12
5505987,628,6/1/18,1.12,1.12,1.12,1.12
5505987,628,6/4/18,1.12,1.12,1.12,1.12
5505987,628,6/4/18,1.06,1.12,1.12,1.12
5505987,628,6/7/18,1.12,1.12,1.12,1.12
5505987,628,6/7/18,1.12,1.12,1.12,1.12
5505987,628,6/8/18,1.12,1.12,1.12,1.12
5505987,629,5/11/18,1.12,1.12,1.12,1.12
5505987,629,5/11/18,1.12,1.12,1.12,1.12
5505987,629,5/11/18,1.12,1.12,1.12,1.12
5505987,629,5/13/18,1.06,1.12,1.12,1.12
5505987,629,5/14/18,1.06,1.12,1.12,1.12
5505987,629,5/14/18,1.06,1.12,1.12,1.12
5505987,629,5/15/18,1.12,1.12,1.12,1.12
5505987,629,5/19/18,1.12,1.12,1.12,1.12
5505987,629,5/19/18,1.12,1.12,1.12,1.12
5505987,629,5/20/18,1.06,1.12,1.12,1.12
5505987,629,5/21/18,1.12,1.12,1.12,1.12
5505987,629,5/22/18,1.06,1.12,1.12,1.12
5505987,629,5/22/18,1.06,1.12,1.12,1.12
5505987,629,5/23/18,1.12,1.12,1.12,1.12
5505987,629,5/25/18,1.06,1.12,1.12,1.12
5505987,629,5/25/18,1.07,1.12,1.12,1.12
5505987,629,5/26/18,1.06,1.12,1.12,1.12
5505987,629,5/26/18,1.06,1.12,1.12,1.12
5505987,629,5/27/18,1.06,1.12,1.12,1.12
5505987,629,5/28/18,1.06,1.12,1.12,1.12
5505987,629,5/30/18,1.06,1.12,1.12,1.12
5505987,629,5/31/18,1.06,1.12,1.12,1.12
5505987,629,5/31/18,1.06,1.12,1.12,1.12
5505987,629,5/31/18,1.06,1.12,1.12,1.12
5505987,629,5/31/18,1.06,1.12,1.12,1.12
5505987,629,5/31/18,1.06,1.12,1.12,1.12
5505987,629,6/1/18,1.06,1.12,1.12,1.12
5505987,629,6/7/18,1.12,1.12,1.12,1.12
5505987,629,6/7/18,1.12,1.12,1.12,1.12
5505987,629,6/7/18,1.12,1.12,1.12,1.12
5505987,629,6/7/18,1.12,1.12,1.12,1.12
5505987,629,6/8/18,1.08,1.12,1.12,1.12
5505987,629,6/8/18,1.12,1.12,1.12,1.12
5505987,629,6/11/18,1.01,1.12,1.12,1.12
5505987,630,5/14/18,1.07,1.07,1.07,1.07
5505987,630,5/15/18,1.07,1.07,1.07,1.07
5505987,630,5/17/18,1.02,1.07,1.07,1.07
5505987,630,5/17/18,1.02,1.07,1.07,1.07
5505987,630,5/17/18,1.07,1.07,1.07,1.07
5505987,630,5/19/18,1.07,1.07,1.07,1.07
5505987,630,5/20/18,1.07,1.07,1.07,1.07
5505987,630,5/23/18,1.07,1.07,1.07,1.07
5505987,630,5/28/18,1.02,1.07,1.07,1.07
5505987,630,6/1/18,1.07,1.07,1.07,1.07
5505987,630,6/1/18,1.02,1.07,1.07,1.07
5505987,630,6/2/18,1.07,1.07,1.07,1.07
5505987,630,6/2/18,1.07,1.07,1.07,1.07
5505987,630,6/3/18,1.07,1.07,1.07,1.07
5505987,630,6/4/18,1.07,1.07,1.07,1.07
5505987,630,6/6/18,1.07,1.07,1.07,1.07
5505987,630,6/6/18,1.07,1.07,1.07,1.07
5505987,630,6/6/18,1.07,1.07,1.07,1.07
5505987,630,6/7/18,1.06,0,0,1.07
5505987,630,6/9/18,1.02,1.07,1.07,1.07
5505987,630,6/10/18,1.07,1.07,1.07,1.07
5505987,630,6/10/18,1.07,1.07,1.07,1.07
5505987,631,5/11/18,1.12,1.12,1.12,1.12
5505987,631,5/11/18,1.12,1.12,1.12,1.12
5505987,631,5/13/18,1.12,1.12,1.12,1.12
5505987,631,5/13/18,1.12,1.12,1.12,1.12
5505987,631,5/13/18,1.12,1.12,1.12,1.12
5505987,631,5/14/18,1.06,1.12,1.12,1.12
5505987,631,5/15/18,1.06,0,0,1.12
5505987,631,5/16/18,1.06,1.12,1.12,1.12
5505987,631,5/17/18,1.12,1.12,1.12,1.12
5505987,631,5/18/18,1.12,1.12,1.12,1.12
5505987,631,5/18/18,1.12,1.12,1.12,1.12
5505987,631,5/19/18,1.01,1.12,1.12,1.12
5505987,631,5/19/18,1.01,1.12,1.12,1.12
5505987,631,5/19/18,1.06,1.12,1.12,1.12
5505987,631,5/19/18,1.06,1.12,1.12,1.12
5505987,631,5/19/18,1.06,1.12,1.12,1.12
5505987,631,5/20/18,1.12,1.12,1.12,1.12
5505987,631,5/22/18,1.06,1.12,1.12,1.12
5505987,631,5/22/18,1.06,1.12,1.12,1.12
5505987,631,5/22/18,1.06,1.12,1.12,1.12
5505987,631,5/25/18,1.12,1.12,1.12,1.12
5505987,631,5/25/18,1.12,1.12,1.12,1.12
5505987,631,5/26/18,1.07,1.12,1.12,1.12
5505987,631,5/26/18,1.12,1.12,1.12,1.12
5505987,631,5/26/18,1.12,1.12,1.12,1.12
5505987,631,5/27/18,1.08,1.12,1.12,1.12
5505987,631,5/27/18,1.08,1.12,1.12,1.12
5505987,631,5/27/18,1.08,1.12,1.12,1.12
5505987,631,5/29/18,1.12,1.12,1.12,1.12
5505987,631,6/2/18,1.12,1.12,1.12,1.12
5505987,631,6/3/18,1.06,1.12,1.12,1.12
5505987,631,6/9/18,1.06,1.12,1.12,1.12
5505987,631,6/9/18,1.06,1.12,1.12,1.12
5505987,631,6/9/18,1.12,1.12,1.12,1.12
5505987,631,6/9/18,1.06,1.12,1.12,1.12
5505987,631,6/9/18,1.06,1.12,1.12,1.12
5505987,631,6/10/18,1.12,1.12,1.12,1.12
5505987,631,6/10/18,1.06,1.12,1.12,1.12
5505987,631,6/12/18,1.12,1.12,1.12,1.12
5505987,631,6/12/18,1.12,1.12,1.12,1.12
5505987,631,6/12/18,1.12,1.12,1.12,1.12
5505987,631,6/12/18,1.12,1.12,1.12,1.12
5505987,631,6/12/18,1.06,1.12,1.12,1.12
5505987,632,5/12/18,0.99,0.99,0.99,0.99
5505987,632,5/14/18,0.99,0.99,0.99,0.99
5505987,632,5/17/18,0.99,0.99,0.99,0.99
5505987,632,5/17/18,0.94,0.99,0.99,0.99
5505987,632,6/2/18,0.99,0.99,0.99,0.99
5505987,632,6/4/18,0.99,0.99,0.99,0.99
5505987,632,6/8/18,0.99,0.99,0.99,0.99
5505987,632,6/10/18,0.94,0.99,0.99,0.99
5505987,632,6/11/18,0.99,0.99,0.99,0.99
5505987,632,6/12/18,0.99,0.99,0.99,0.99
5505987,633,5/11/18,1.19,1.19,1.19,1.19
5505987,633,5/12/18,1.19,1.19,1.19,1.19
5505987,633,5/12/18,1.19,1.19,1.19,1.19
5505987,633,5/14/18,1.13,1.19,1.19,1.19
5505987,633,5/14/18,1.19,1.19,1.19,1.19
5505987,633,5/16/18,1.19,1.19,1.19,1.19
5505987,633,5/20/18,1.19,1.19,1.19,1.19
5505987,633,5/23/18,1.19,1.19,1.19,1.19
5505987,633,5/23/18,1.19,1.19,1.19,1.19
5505987,633,5/23/18,1.19,1.19,1.19,1.19
5505987,633,5/27/18,1.19,1.19,1.19,1.19
5505987,633,5/27/18,1.12,0,0,1.19
5505987,633,5/27/18,1.19,1.19,1.19,1.19
5505987,633,5/28/18,1.19,1.19,1.19,1.19
5505987,633,5/29/18,1.19,1.19,1.19,1.19
5505987,633,5/30/18,1.12,0,0,1.19
5505987,633,5/30/18,1.12,0,0,1.19
5505987,633,6/1/18,1.19,1.19,1.19,1.19
5505987,633,6/2/18,1.19,1.19,1.19,1.19
5505987,633,6/3/18,1.19,1.19,1.19,1.19
5505987,633,6/5/18,1.13,1.19,1.19,1.19
5505987,633,6/6/18,1.19,1.19,1.19,1.19
5505987,633,6/9/18,1.19,1.19,1.19,1.19
5505987,633,6/9/18,1.19,1.19,1.19,1.19
5505987,633,6/9/18,1.19,1.19,1.19,1.19
5505987,634,5/11/18,1.12,1.12,1.12,1.12
5505987,634,5/12/18,1.12,1.12,1.12,1.12
5505987,634,5/14/18,1.12,1.12,1.12,1.12
5505987,634,5/16/18,1.06,1.12,1.12,1.12
5505987,634,5/19/18,1.06,1.12,0,1.12
5505987,634,5/25/18,1.12,1.12,1.12,1.12
5505987,634,5/26/18,1.06,1.12,1.12,1.12
5505987,634,5/26/18,1.12,1.12,1.12,1.12
5505987,634,5/27/18,1.12,1.12,1.12,1.12
5505987,634,5/28/18,1.12,1.12,1.12,1.12
5505987,634,6/3/18,1.12,1.12,1.12,1.12
5505987,634,6/8/18,1.12,1.12,1.12,1.12
5505987,636,5/11/18,1.12,1.12,1.12,1.12
5505987,636,5/11/18,1.12,1.12,1.12,1.12
5505987,636,5/11/18,1.12,1.12,1.12,1.12
5505987,636,5/12/18,1.12,1.12,1.12,1.12
5505987,636,5/12/18,1.06,1.12,1.12,1.12
5505987,636,5/13/18,1.12,1.12,1.12,1.12
5505987,636,5/13/18,1.12,1.12,1.12,1.12
5505987,636,5/14/18,1.12,1.12,1.12,1.12
5505987,636,5/15/18,1.12,1.12,1.12,1.12
5505987,636,5/16/18,1.12,1.12,1.12,1.12
5505987,636,5/19/18,1.12,1.12,1.12,1.12
5505987,636,5/19/18,1.12,1.12,1.12,1.12
5505987,636,5/19/18,1.12,1.12,1.12,1.12
5505987,636,5/20/18,1.12,1.12,1.12,1.12
5505987,636,5/30/18,1.12,1.12,1.12,1.12
5505987,636,6/1/18,1.12,1.12,1.12,1.12
5505987,636,6/2/18,1.12,1.12,1.12,1.12
5505987,636,6/4/18,1.12,1.12,1.12,1.12
5505987,636,6/5/18,1.06,1.12,1.12,1.12
5505987,636,6/5/18,1.06,1.12,1.12,1.12
5505987,636,6/6/18,1.06,1.12,1.12,1.12
5505987,636,6/7/18,1.06,1.12,1.12,1.12
5505987,636,6/9/18,1.12,1.12,1.12,1.12
5505987,636,6/9/18,1.12,1.12,1.12,1.12
5505987,636,6/12/18,1.12,1.12,1.12,1.12
5505987,636,6/12/18,1.12,1.12,1.12,1.12
5505987,636,6/12/18,1.12,1.12,1.12,1.12
5505987,637,5/10/18,1.06,1.12,1.12,1.12
5505987,637,5/10/18,1.06,1.12,1.12,1.12
5505987,637,5/10/18,1.06,1.12,1.12,1.12
5505987,637,5/19/18,1.06,1.12,1.12,1.12
5505987,637,5/25/18,1.06,1.12,1.12,1.12
5505987,637,5/26/18,1.06,1.12,1.12,1.12
5505987,637,5/29/18,1.06,1.12,1.12,1.12
5505987,637,5/29/18,1.06,1.12,1.12,1.12
5505987,637,5/29/18,1.06,1.12,1.12,1.12
5505987,637,5/29/18,1.06,1.12,1.12,1.12
5505987,637,5/29/18,1.06,1.12,1.12,1.12
5505987,637,5/31/18,1.06,0,0,1.12
5505987,637,6/2/18,1.06,1.12,1.12,1.12
5505987,637,6/8/18,1.12,1.12,1.12,1.12
5505987,637,6/9/18,1.06,1.12,1.12,1.12
5505987,637,6/11/18,1.12,1.12,1.12,1.12
5505987,638,5/10/18,1.12,1.12,1.12,1.12
5505987,638,5/10/18,1.12,1.12,1.12,1.12
5505987,638,5/12/18,1.12,1.12,1.12,1.12
5505987,638,5/12/18,1.06,1.12,1.12,1.12
5505987,638,5/12/18,1.06,1.12,1.12,1.12
5505987,638,5/12/18,1.12,1.12,1.12,1.12
5505987,638,5/12/18,1.06,1.12,1.12,1.12
5505987,638,5/13/18,1.12,1.12,1.12,1.12
5505987,638,5/13/18,1.12,1.12,1.12,1.12
5505987,638,5/15/18,1.12,1.12,1.12,1.12
5505987,638,5/17/18,1.12,1.12,1.12,1.12
5505987,638,5/17/18,1.08,1.12,1.12,1.12
5505987,638,5/18/18,1.12,1.12,1.12,1.12
5505987,638,5/18/18,1.12,1.12,1.12,1.12
5505987,638,5/19/18,1.06,1.12,1.12,1.12
5505987,638,5/20/18,1.12,1.12,1.12,1.12
5505987,638,5/20/18,1.12,1.12,1.12,1.12
5505987,638,5/22/18,1.06,1.12,1.12,1.12
5505987,638,5/24/18,1.12,1.12,1.12,1.12
5505987,638,5/25/18,1.06,1.12,1.12,1.12
5505987,638,5/25/18,1.06,1.12,1.12,1.12
5505987,638,5/26/18,1.12,1.12,1.12,1.12
5505987,638,5/26/18,1.12,1.12,1.12,1.12
5505987,638,5/26/18,1.12,1.12,1.12,1.12
5505987,638,5/27/18,1.06,1.12,1.12,1.12
5505987,638,5/29/18,1.06,1.12,1.12,1.12
5505987,638,6/1/18,1.06,1.12,1.12,1.12
5505987,638,6/3/18,1.12,1.12,1.12,1.12
5505987,638,6/3/18,-1.06,1.12,1.12,1.12
5505987,638,6/3/18,-1.06,1.12,1.12,1.12
5505987,638,6/3/18,1.12,1.12,1.12,1.12
5505987,638,6/4/18,1.12,1.12,1.12,1.12
5505987,638,6/6/18,1.07,1.12,1.12,1.12
5505987,638,6/7/18,1.06,1.12,1.12,1.12
5505987,638,6/8/18,1.12,1.12,1.12,1.12
5505987,638,6/9/18,1.12,1.12,1.12,1.12
5505987,638,6/10/18,1.12,1.12,1.12,1.12
5505987,639,5/10/18,1.06,1.12,1.12,1.12
5505987,639,5/10/18,1.12,1.12,1.12,1.12
5505987,639,5/12/18,1.12,1.12,1.12,1.12
5505987,639,5/16/18,1.12,1.12,1.12,1.12
5505987,639,5/16/18,1.12,1.12,1.12,1.12
5505987,639,5/18/18,1.12,1.12,1.12,1.12
5505987,639,5/19/18,1.06,1.12,1.12,1.12
5505987,639,5/23/18,1.12,1.12,1.12,1.12
5505987,639,5/24/18,1.06,1.12,1.12,1.12
5505987,639,5/25/18,1.12,1.12,1.12,1.12
5505987,639,5/25/18,1.12,1.12,1.12,1.12
5505987,639,5/27/18,1.06,1.12,1.12,1.12
5505987,639,5/27/18,1.12,1.12,1.12,1.12
5505987,639,5/29/18,1.01,1.12,1.12,1.12
5505987,639,5/29/18,1.01,1.12,1.12,1.12
5505987,639,6/1/18,1.06,1.12,1.12,1.12
5505987,639,6/1/18,1.12,1.12,1.12,1.12
5505987,639,6/1/18,1.12,1.12,1.12,1.12
5505987,640,5/11/18,1.19,1.19,1.19,1.19
5505987,640,5/12/18,1.19,1.19,1.19,1.19
5505987,640,5/12/18,1.19,1.19,1.19,1.19
5505987,640,5/12/18,1.19,1.19,1.19,1.19
5505987,640,5/12/18,1.19,1.19,1.19,1.19
5505987,640,5/12/18,1.13,1.19,1.19,1.19
5505987,640,5/12/18,1.19,1.19,1.19,1.19
5505987,640,5/15/18,1.19,1.19,1.19,1.19
5505987,640,5/15/18,1.19,1.19,1.19,1.19
5505987,640,5/17/18,1.19,1.19,1.19,1.19
5505987,640,5/19/18,1.19,1.19,1.19,1.19
5505987,640,5/19/18,1.19,1.19,1.19,1.19
5505987,640,5/20/18,1.19,1.19,1.19,1.19
5505987,640,5/21/18,1.19,1.19,1.19,1.19
5505987,640,5/21/18,1.19,1.19,1.19,1.19
5505987,640,5/24/18,1.19,1.19,1.19,1.19
5505987,640,5/24/18,1.19,1.19,1.19,1.19
5505987,640,5/25/18,1.19,1.19,1.19,1.19
5505987,640,5/26/18,1.19,1.19,1.19,1.19
5505987,640,5/26/18,1.13,1.19,1.19,1.19
5505987,640,5/27/18,1.19,1.19,1.19,1.19
5505987,640,5/27/18,1.19,1.19,1.19,1.19
5505987,640,5/27/18,1.19,1.19,1.19,1.19
5505987,640,5/28/18,1.19,1.19,1.19,1.19
5505987,640,5/28/18,1.19,1.19,1.19,1.19
5505987,640,5/29/18,1.19,1.19,1.19,1.19
5505987,640,5/29/18,1.19,1.19,1.19,1.19
5505987,640,5/29/18,1.19,1.19,1.19,1.19
5505987,640,5/30/18,1.19,1.19,1.19,1.19
5505987,640,5/30/18,1.19,1.19,1.19,1.19
5505987,640,5/30/18,1.19,1.19,1.19,1.19
5505987,640,5/31/18,1.19,1.19,1.19,1.19
5505987,640,5/31/18,1.19,1.19,1.19,1.19
5505987,640,5/31/18,1.19,1.19,1.19,1.19
5505987,640,5/31/18,1.13,1.19,1.19,1.19
5505987,640,6/1/18,1.19,1.19,1.19,1.19
5505987,640,6/3/18,1.19,1.19,1.19,1.19
5505987,640,6/3/18,1.19,1.19,1.19,1.19
5505987,640,6/3/18,1.19,1.19,1.19,1.19
5505987,640,6/3/18,1.19,1.19,1.19,1.19
5505987,640,6/6/18,-1.19,1.19,1.19,1.19
5505987,640,6/8/18,1.19,1.19,1.19,1.19
5505987,640,6/12/18,1.19,1.19,1.19,1.19
5505987,641,5/10/18,1.12,1.12,1.12,1.12
5505987,641,5/12/18,1.12,1.12,1.12,1.12
5505987,641,5/14/18,1.12,1.12,1.12,1.12
5505987,641,5/14/18,1.06,1.12,1.12,1.12
5505987,641,5/15/18,1.12,1.12,1.12,1.12
5505987,641,5/16/18,1.06,1.12,1.12,1.12
5505987,641,5/18/18,1.06,1.12,1.12,1.12
5505987,641,5/18/18,1.06,1.12,1.12,1.12
5505987,641,5/18/18,1.12,1.12,1.12,1.12
5505987,641,5/19/18,1.12,1.12,1.12,1.12
5505987,641,5/19/18,1.12,1.12,1.12,1.12
5505987,641,5/19/18,1.12,1.12,1.12,1.12
5505987,641,5/20/18,1.12,1.12,1.12,1.12
5505987,641,5/22/18,1.12,1.12,1.12,1.12
5505987,641,5/24/18,1.12,1.12,1.12,1.12
5505987,641,5/25/18,1.12,1.12,1.12,1.12
5505987,641,5/25/18,1.12,1.12,1.12,1.12
5505987,641,5/27/18,1.12,1.12,1.12,1.12
5505987,641,5/27/18,1.06,1.12,1.12,1.12
5505987,641,5/28/18,1.09,1.12,1.12,1.12
5505987,641,5/28/18,1.06,1.12,1.12,1.12
5505987,641,5/28/18,1.06,1.12,1.12,1.12
5505987,641,5/29/18,1.12,1.12,1.12,1.12
5505987,641,6/2/18,1.12,1.12,1.12,1.12
5505987,641,6/2/18,1.12,1.12,1.12,1.12
5505987,641,6/3/18,1.12,1.12,1.12,1.12
5505987,641,6/5/18,1.12,1.12,1.12,1.12
5505987,641,6/6/18,1.06,1.12,1.12,1.12
5505987,641,6/6/18,1.06,1.12,1.12,1.12
5505987,641,6/6/18,1.06,1.12,1.12,1.12
5505987,641,6/8/18,1.12,1.12,1.12,1.12
5505987,641,6/9/18,1.12,1.12,1.12,1.12
5505987,641,6/10/18,1.12,1.12,1.12,1.12
5505987,641,6/12/18,1.12,1.12,1.12,1.12
5505987,642,5/12/18,1.06,1.12,1.12,1.12
5505987,642,5/14/18,1.12,1.12,1.12,1.12
5505987,642,5/14/18,1.12,1.12,1.12,1.12
5505987,642,5/15/18,1.06,1.12,1.12,1.12
5505987,642,5/16/18,1.06,1.12,1.12,1.12
5505987,642,5/22/18,1.06,1.12,1.12,1.12
5505987,642,5/22/18,1.12,1.12,1.12,1.12
5505987,642,5/31/18,1.06,1.12,1.12,1.12
5505987,642,6/1/18,1.12,1.12,1.12,1.12
5505987,642,6/8/18,1.12,1.12,1.12,1.12
5505987,642,6/8/18,1.12,1.12,1.12,1.12
5505987,642,6/10/18,1.06,1.12,1.12,1.12
5505987,642,6/11/18,1.12,1.12,1.12,1.12
5505987,643,5/10/18,1.06,1.12,1.12,1.12
5505987,643,5/10/18,1.06,1.12,1.12,1.12
5505987,643,5/12/18,1.12,1.12,1.12,1.12
5505987,643,5/14/18,1.12,1.12,1.12,1.12
5505987,643,5/20/18,1.09,1.12,1.12,1.12
5505987,643,5/20/18,1.06,1.12,1.12,1.12
5505987,643,5/20/18,1.06,1.12,1.12,1.12
5505987,643,5/23/18,1.12,1.12,1.12,1.12
5505987,643,5/23/18,1.12,1.12,1.12,1.12
5505987,643,5/23/18,1.12,1.12,1.12,1.12
5505987,643,5/24/18,1.12,1.12,1.12,1.12
5505987,643,5/25/18,1.07,1.12,1.12,1.12
5505987,643,5/25/18,1.12,1.12,1.12,1.12
5505987,643,5/25/18,1.12,1.12,1.12,1.12
5505987,643,5/26/18,1.12,1.12,1.12,1.12
5505987,643,5/27/18,1.06,1.12,1.12,1.12
5505987,643,5/30/18,1.12,1.12,1.12,1.12
5505987,643,6/1/18,1.12,1.12,1.12,1.12
5505987,643,6/3/18,1.12,1.12,1.12,1.12
5505987,643,6/4/18,1.06,1.12,1.12,1.12
5505987,643,6/4/18,1.12,1.12,1.12,1.12
5505987,643,6/7/18,1.06,0,0,1.12
5505987,643,6/8/18,1.12,1.12,1.12,1.12
5505987,643,6/11/18,1.12,1.12,1.12,1.12
5505987,643,6/11/18,1.12,1.12,1.12,1.12
5505987,644,5/11/18,1.12,1.12,1.12,1.12
5505987,644,5/12/18,1.12,1.12,1.12,1.12
5505987,644,5/17/18,1.12,1.12,1.12,1.12
5505987,644,5/20/18,1.12,1.12,1.12,1.12
5505987,644,5/24/18,1.12,1.12,1.12,1.12
5505987,644,5/26/18,1.06,1.12,1.12,1.12
5505987,644,5/26/18,1.12,1.12,1.12,1.12
5505987,644,5/31/18,1.07,1.12,1.12,1.12
5505987,644,6/5/18,1.12,1.12,1.12,1.12
5505987,644,6/5/18,1.12,1.12,1.12,1.12
5505987,644,6/5/18,1.06,1.12,1.12,1.12
5505987,644,6/6/18,1.12,1.12,1.12,1.12
5505987,644,6/7/18,1.12,1.12,1.12,1.12
5505987,644,6/8/18,1.12,1.12,1.12,1.12
5505987,644,6/8/18,1.12,1.12,1.12,1.12
5505987,644,6/8/18,1.12,1.12,1.12,1.12
5505987,644,6/10/18,1.12,1.12,1.12,1.12
5505987,644,6/12/18,1.06,1.12,1.12,1.12
5505987,645,5/11/18,1.06,1.12,1.12,1.12
5505987,645,5/12/18,1.12,1.12,1.12,1.12
5505987,645,5/14/18,1.06,1.12,1.12,1.12
5505987,645,5/16/18,1.12,1.12,1.12,1.12
5505987,645,5/17/18,1.12,1.12,1.12,1.12
5505987,645,5/18/18,0.96,1.12,1.12,1.12
5505987,645,5/19/18,1.12,1.12,1.12,1.12
5505987,645,5/19/18,1.12,1.12,1.12,1.12
5505987,645,5/23/18,1.12,1.12,1.12,1.12
5505987,645,5/23/18,1.12,1.12,1.12,1.12
5505987,645,5/23/18,1.12,1.12,1.12,1.12
5505987,645,5/23/18,1.12,1.12,1.12,1.12
5505987,645,5/25/18,1.12,1.12,1.12,1.12
5505987,645,5/26/18,1.12,1.12,1.12,1.12
5505987,645,5/26/18,1.12,1.12,1.12,1.12
5505987,645,6/2/18,1.12,1.12,1.12,1.12
5505987,645,6/2/18,1.12,1.12,1.12,1.12
5505987,645,6/5/18,0.96,1.12,1.12,1.12
5505987,645,6/7/18,1.12,1.12,1.12,1.12
5505987,646,5/12/18,1.06,1.12,1.12,1.12
5505987,646,5/18/18,1.12,1.12,1.12,1.12
5505987,646,5/20/18,1.06,1.12,1.12,1.12
5505987,646,5/21/18,1.12,1.12,1.12,1.12
5505987,646,5/24/18,1.12,1.12,1.12,1.12
5505987,646,5/25/18,1.12,1.12,1.12,1.12
5505987,646,5/26/18,1.12,1.12,1.12,1.12
5505987,646,5/26/18,1.06,1.12,1.12,1.12
5505987,646,5/26/18,1.06,1.12,1.12,1.12
5505987,646,5/27/18,1.12,1.12,1.12,1.12
5505987,646,6/1/18,1.12,1.12,1.12,1.12
5505987,646,6/1/18,1.12,1.12,1.12,1.12
5505987,647,5/20/18,1.06,1.12,1.12,1.12
5505987,647,5/26/18,1.12,1.12,1.12,1.12
5505987,647,5/26/18,1.12,1.12,1.12,1.12
5505987,647,5/27/18,1.12,1.12,1.12,1.12
5505987,647,5/27/18,1.12,1.12,1.12,1.12
5505987,647,6/6/18,1.06,1.12,1.12,1.12
5505987,647,6/12/18,1.06,1.12,1.12,1.12
5505987,647,6/12/18,1.12,1.12,1.12,1.12
5505987,648,5/10/18,1.06,1.12,1.12,1.12
5505987,648,5/11/18,1.12,1.12,1.12,1.12
5505987,648,5/12/18,1.06,1.12,1.12,1.12
5505987,648,5/12/18,1.06,1.12,1.12,1.12
5505987,648,5/12/18,1.12,1.12,1.12,1.12
5505987,648,5/12/18,1.12,1.12,1.12,1.12
5505987,648,5/19/18,1.12,1.12,1.12,1.12
5505987,648,5/20/18,1.12,1.12,1.12,1.12
5505987,648,5/22/18,1.06,1.12,1.12,1.12
5505987,648,5/24/18,1.12,1.12,1.12,1.12
5505987,648,5/25/18,0.96,1.12,1.12,1.12
5505987,648,5/26/18,1.12,1.12,1.12,1.12
5505987,648,5/28/18,1.12,1.12,1.12,1.12
5505987,648,5/28/18,1.12,1.12,1.12,1.12
5505987,648,5/30/18,1.08,1.12,1.12,1.12
5505987,648,5/30/18,1.12,1.12,1.12,1.12
5505987,648,5/30/18,1.08,1.12,1.12,1.12
5505987,648,6/1/18,1.06,1.12,1.12,1.12
5505987,648,6/1/18,1.12,1.12,1.12,1.12
5505987,648,6/7/18,1.12,1.12,1.12,1.12
5505987,648,6/10/18,0.96,1.12,1.12,1.12
5505987,648,6/10/18,1.07,1.12,1.12,1.12
5505987,648,6/10/18,1.12,1.12,1.12,1.12
5505987,649,5/11/18,1.06,1.12,1.12,1.12
5505987,649,5/11/18,1.06,1.12,1.12,1.12
5505987,649,5/12/18,1.08,1.12,1.12,1.12
5505987,649,5/14/18,1.12,1.12,1.12,1.12
5505987,649,5/16/18,1.12,1.12,1.12,1.12
5505987,649,5/16/18,1.06,1.12,1.12,1.12
5505987,649,5/16/18,1.12,1.12,1.12,1.12
5505987,649,5/17/18,1.06,1.12,1.12,1.12
5505987,649,5/18/18,1.06,1.12,1.12,1.12
5505987,649,5/21/18,1.06,1.12,1.12,1.12
5505987,649,5/22/18,1.06,1.12,1.12,1.12
